File.Date,tractID,COUNTYFP10,Count
2/18/20,13063040523,63,1
2/18/20,13063040413,63,1
2/18/20,13063040525,63,1
2/18/20,13063040308,63,2
2/18/20,13063040622,63,2
2/18/20,13063040407,63,1
2/19/20,13063040611,63,3
2/19/20,13063040522,63,2
2/19/20,13063040616,63,2
2/19/20,13063040520,63,7
2/19/20,13063040306,63,35
2/19/20,13063040415,63,41
2/19/20,13063040613,63,1
2/19/20,13063040303,63,5
2/19/20,13063040612,63,2
2/19/20,13063040302,63,2
2/19/20,13063040413,63,2
2/19/20,13063040524,63,3
2/19/20,13063040516,63,2
2/19/20,13063040414,63,1
2/19/20,13063040519,63,42
2/19/20,13063040408,63,1
2/19/20,13063040412,63,29
2/19/20,13063040619,63,1
2/19/20,13063040202,63,1
2/19/20,13063040523,63,2
2/19/20,13063040407,63,2
2/19/20,13063040608,63,2
2/19/20,13063040411,63,1
2/19/20,13063040417,63,12
2/19/20,13063040518,63,2
2/19/20,13063040510,63,1
2/19/20,13063040509,63,1
2/20/20,13063040417,63,35
2/20/20,13063040616,63,13
2/20/20,13063040514,63,18
2/20/20,13063040524,63,13
2/20/20,13063040413,63,13
2/20/20,13063040204,63,8
2/20/20,13063040519,63,10
2/20/20,13063040512,63,23
2/20/20,13063040509,63,1
2/20/20,13063040412,63,12
2/20/20,13063040613,63,10
2/20/20,13063040308,63,1
2/19/20,13063040514,63,1
2/20/20,13063040608,63,1
2/20/20,13063040609,63,12
2/20/20,13063040414,63,1
2/20/20,13063040410,63,1
2/20/20,13063040520,63,7
2/20/20,13063040407,63,1
2/20/20,13063040516,63,2
2/20/20,13063040612,63,3
2/20/20,13063040408,63,2
2/20/20,13063040518,63,1
2/20/20,13063040203,63,1
2/20/20,13063040409,63,7
2/20/20,13063040522,63,1
2/20/20,13063040303,63,1
2/20/20,13063040615,63,1
2/20/20,13063040510,63,1
2/21/20,13063040617,63,2
2/21/20,13063040416,63,1
2/21/20,13063040408,63,2
2/21/20,13063040609,63,1
2/21/20,13063040413,63,2
2/21/20,13063040606,63,1
2/21/20,13063040520,63,2
2/21/20,13063040415,63,26
2/21/20,13063040303,63,1
2/21/20,13063040612,63,1
2/21/20,13063040302,63,11
2/21/20,13063040522,63,20
2/21/20,13063040622,63,1
2/21/20,13063040519,63,3
2/21/20,13063040410,63,1
2/21/20,13063040411,63,1
2/21/20,13063040514,63,1
2/21/20,13063040526,63,1
2/21/20,13063040510,63,2
2/21/20,13063040611,63,1
2/21/20,13063040307,63,1
2/21/20,13063040518,63,2
2/21/20,13063040615,63,1
2/21/20,13063040525,63,1
2/21/20,13063040619,63,1
2/24/20,13063040524,63,4
2/24/20,13063040621,63,1
2/24/20,13063040303,63,2
2/24/20,13063040204,63,1
2/24/20,13063040522,63,1
2/24/20,13063040408,63,1
2/24/20,13063040515,63,1
2/24/20,13063040510,63,1
2/24/20,13063040523,63,1
2/24/20,13063040518,63,3
2/24/20,13063040306,63,1
2/24/20,13063040613,63,1
2/24/20,13063040608,63,1
2/24/20,13063040609,63,2
2/24/20,13063040410,63,2
2/24/20,13063040516,63,1
2/24/20,13063040616,63,1
2/24/20,13063040203,63,1
2/25/20,13063040414,63,2
2/25/20,13063040611,63,7
2/25/20,13063040608,63,2
2/25/20,13063040412,63,1
2/25/20,13063040410,63,7
2/25/20,13063040622,63,2
2/25/20,13063040308,63,1
2/25/20,13063040303,63,2
2/25/20,13063040519,63,13
2/25/20,13063040302,63,1
2/25/20,13063040520,63,1
2/25/20,13063040515,63,4
2/25/20,13063040203,63,3
2/25/20,13063040615,63,2
2/25/20,13063040510,63,2
2/25/20,13063040616,63,6
2/25/20,13063040417,63,3
2/25/20,13063040524,63,6
2/25/20,13063040307,63,1
2/25/20,13063040518,63,3
2/25/20,13063040621,63,1
2/25/20,13063040613,63,1
2/25/20,13063040526,63,4
2/25/20,13063040514,63,1
2/25/20,13063040516,63,1
2/25/20,13063040521,63,1
2/25/20,13063040415,63,2
2/25/20,13063040411,63,3
2/25/20,13063040416,63,1
2/25/20,13063040413,63,3
2/25/20,13063040606,63,1
2/25/20,13063040408,63,1
2/26/20,13063040621,63,2
2/26/20,13063040606,63,1
2/26/20,13063040518,63,1
2/26/20,13063040612,63,2
2/26/20,13063040306,63,1
2/26/20,13063040407,63,1
2/26/20,13063040611,63,3
2/26/20,13063040522,63,2
2/26/20,13063040308,63,1
2/26/20,13063040512,63,2
2/26/20,13063040608,63,3
2/26/20,13063040411,63,4
2/26/20,13063040204,63,1
2/26/20,13063040622,63,2
2/26/20,13063040613,63,1
2/26/20,13063040409,63,1
2/26/20,13063040519,63,2
2/26/20,13063040413,63,1
2/26/20,13063040302,63,1
2/27/20,13063040409,63,1
2/27/20,13063040412,63,1
2/27/20,13063040515,63,1
2/27/20,13063040415,63,9
2/27/20,13063040303,63,6
2/27/20,13063040510,63,3
2/27/20,13063040521,63,1
2/27/20,13063040621,63,1
2/27/20,13063040514,63,2
2/27/20,13063040513,63,1
2/27/20,13063040611,63,1
2/27/20,13063040407,63,1
2/27/20,13063040523,63,6
2/27/20,13063040202,63,2
2/28/20,13063040302,63,1
2/28/20,13063040306,63,2
2/28/20,13063040613,63,1
2/28/20,13063040303,63,2
2/28/20,13063040522,63,1
2/28/20,13063040416,63,1
2/28/20,13063040621,63,1
2/28/20,13063040520,63,2
2/28/20,13063040204,63,2
2/28/20,13063040616,63,4
2/28/20,13063040515,63,2
2/28/20,13063040307,63,1
2/28/20,13063040510,63,1
2/28/20,13063040519,63,2
3/2/20,13063040203,63,1
3/2/20,13063040514,63,1
