"filedate","tractid","countyfp10","totalfilings"
"03/13/2020","13121011613","121",2
"03/13/2020","13121011619","121",1
"03/13/2020","13121011626","121",2
"03/13/2020","13121011900","121",5
"03/16/2020","13121000600","121",2
"03/16/2020","13121001001","121",3
"03/16/2020","13121001100","121",8
"03/16/2020","13121001202","121",2
"03/16/2020","13121001700","121",1
"03/16/2020","13121003600","121",5
"03/16/2020","13121003800","121",4
"03/16/2020","13121003900","121",1
"03/16/2020","13121004200","121",7
"03/16/2020","13121004300","121",5
"03/16/2020","13121006300","121",1
"03/16/2020","13121007001","121",8
"03/16/2020","13121007300","121",5
"03/16/2020","13121007400","121",1
"03/16/2020","13121007603","121",11
"03/16/2020","13121007705","121",5
"03/16/2020","13121007706","121",12
"03/16/2020","13121007802","121",12
"03/16/2020","13121007805","121",1
"03/16/2020","13121008000","121",1
"03/16/2020","13121008102","121",11
"03/16/2020","13121008601","121",1
"03/16/2020","13121008902","121",6
"03/16/2020","13121009200","121",13
"03/16/2020","13121009402","121",1
"03/16/2020","13121009403","121",4
"03/16/2020","13121009603","121",2
"03/16/2020","13121009801","121",2
"03/16/2020","13121010002","121",2
"03/16/2020","13121010106","121",1
"03/16/2020","13121010110","121",4
"03/16/2020","13121010113","121",1
"03/16/2020","13121010117","121",1
"03/16/2020","13121010119","121",5
"03/16/2020","13121010205","121",2
"03/16/2020","13121010301","121",2
"03/16/2020","13121010400","121",1
"03/16/2020","13121010507","121",4
"03/16/2020","13121010510","121",4
"03/16/2020","13121010511","121",1
"03/16/2020","13121010512","121",2
"03/16/2020","13121010513","121",2
"03/16/2020","13121010603","121",6
"03/16/2020","13121010800","121",1
"03/16/2020","13121011303","121",1
"03/16/2020","13121011305","121",9
"03/16/2020","13121011306","121",1
"03/16/2020","13121011420","121",6
"03/16/2020","13121011424","121",1
"03/16/2020","13121011506","121",1
"03/16/2020","13121011610","121",1
"03/16/2020","13121011611","121",2
"03/16/2020","13121011615","121",1
"03/16/2020","13121011617","121",1
"03/16/2020","13121011618","121",1
"03/16/2020","13121011626","121",3
"03/17/2020","13121000100","121",1
"03/17/2020","13121000600","121",1
"03/17/2020","13121001001","121",1
"03/17/2020","13121001002","121",4
"03/17/2020","13121001100","121",1
"03/17/2020","13121001300","121",1
"03/17/2020","13121001700","121",1
"03/17/2020","13121001900","121",1
"03/17/2020","13121002900","121",2
"03/17/2020","13121004200","121",2
"03/17/2020","13121004400","121",2
"03/17/2020","13121004900","121",1
"03/17/2020","13121006300","121",4
"03/17/2020","13121006602","121",1
"03/17/2020","13121006900","121",4
"03/17/2020","13121007400","121",1
"03/17/2020","13121007500","121",5
"03/17/2020","13121007603","121",5
"03/17/2020","13121007704","121",1
"03/17/2020","13121007706","121",1
"03/17/2020","13121007802","121",2
"03/17/2020","13121007807","121",1
"03/17/2020","13121008101","121",1
"03/17/2020","13121008302","121",1
"03/17/2020","13121008500","121",1
"03/17/2020","13121009000","121",4
"03/17/2020","13121009101","121",1
"03/17/2020","13121009200","121",6
"03/17/2020","13121009502","121",1
"03/17/2020","13121009601","121",1
"03/17/2020","13121009603","121",1
"03/17/2020","13121010002","121",1
"03/17/2020","13121010114","121",1
"03/17/2020","13121010118","121",7
"03/17/2020","13121010119","121",1
"03/17/2020","13121010122","121",5
"03/17/2020","13121010205","121",1
"03/17/2020","13121010208","121",7
"03/17/2020","13121010303","121",11
"03/17/2020","13121010400","121",1
"03/17/2020","13121010510","121",9
"03/17/2020","13121010513","121",1
"03/17/2020","13121010516","121",1
"03/17/2020","13121010603","121",13
"03/17/2020","13121010604","121",17
"03/17/2020","13121011303","121",6
"03/17/2020","13121011305","121",29
"03/17/2020","13121011306","121",26
"03/17/2020","13121011420","121",2
"03/17/2020","13121011421","121",3
"03/17/2020","13121011424","121",1
"03/17/2020","13121011614","121",9
"03/17/2020","13121011616","121",2
"03/17/2020","13121011619","121",3
"03/17/2020","13121011622","121",1
"03/17/2020","13121011800","121",26
"03/17/2020","13121011900","121",4
"03/18/2020","13121001100","121",1
"03/18/2020","13121001300","121",1
"03/18/2020","13121002800","121",6
"03/18/2020","13121003000","121",1
"03/18/2020","13121004200","121",3
"03/18/2020","13121006100","121",2
"03/18/2020","13121006900","121",1
"03/18/2020","13121007300","121",3
"03/18/2020","13121007603","121",2
"03/18/2020","13121007706","121",3
"03/18/2020","13121007805","121",4
"03/18/2020","13121007806","121",1
"03/18/2020","13121007807","121",2
"03/18/2020","13121007808","121",6
"03/18/2020","13121008202","121",1
"03/18/2020","13121008800","121",1
"03/18/2020","13121009101","121",1
"03/18/2020","13121009402","121",6
"03/18/2020","13121009501","121",1
"03/18/2020","13121009603","121",1
"03/18/2020","13121010108","121",2
"03/18/2020","13121010118","121",3
"03/18/2020","13121010119","121",2
"03/18/2020","13121010208","121",16
"03/18/2020","13121010303","121",23
"03/18/2020","13121010507","121",1
"03/18/2020","13121010508","121",1
"03/18/2020","13121010510","121",1
"03/18/2020","13121010514","121",2
"03/18/2020","13121010601","121",1
"03/18/2020","13121011201","121",3
"03/18/2020","13121011303","121",2
"03/18/2020","13121011305","121",19
"03/18/2020","13121011900","121",1
"03/18/2020","13121012000","121",2
"03/19/2020","13121007200","121",1
"03/19/2020","13121007400","121",2
"03/19/2020","13121007604","121",7
"03/19/2020","13121007704","121",1
"03/19/2020","13121007706","121",1
"03/19/2020","13121008102","121",1
"03/19/2020","13121008201","121",1
"03/19/2020","13121008400","121",1
"03/19/2020","13121008700","121",1
"03/19/2020","13121008902","121",3
"03/19/2020","13121009200","121",2
"03/19/2020","13121009502","121",1
"03/19/2020","13121009602","121",3
"03/19/2020","13121010110","121",1
"03/19/2020","13121010510","121",1
"03/19/2020","13121010511","121",2
"03/19/2020","13121010512","121",1
"03/19/2020","13121010513","121",3
"03/19/2020","13121010514","121",14
"03/19/2020","13121011614","121",1
"03/20/2020","13121001001","121",1
"03/20/2020","13121002800","121",2
"03/20/2020","13121006300","121",2
"03/20/2020","13121007703","121",1
"03/20/2020","13121008201","121",1
"03/20/2020","13121008902","121",1
"03/20/2020","13121009200","121",2
"03/20/2020","13121010002","121",1
"03/20/2020","13121010113","121",1
"03/20/2020","13121010205","121",2
"03/20/2020","13121010209","121",21
"03/20/2020","13121010301","121",1
"03/20/2020","13121010514","121",2
"03/20/2020","13121010603","121",2
"03/20/2020","13121011900","121",3
"03/23/2020","13121001100","121",1
"03/23/2020","13121001202","121",1
"03/23/2020","13121001700","121",2
"03/23/2020","13121001800","121",1
"03/23/2020","13121006300","121",1
"03/23/2020","13121006700","121",2
"03/23/2020","13121007300","121",1
"03/23/2020","13121007400","121",1
"03/23/2020","13121007602","121",1
"03/23/2020","13121007704","121",1
"03/23/2020","13121007706","121",6
"03/23/2020","13121007805","121",5
"03/23/2020","13121007806","121",2
"03/23/2020","13121007808","121",2
"03/23/2020","13121008201","121",1
"03/23/2020","13121008400","121",1
"03/23/2020","13121008700","121",1
"03/23/2020","13121009000","121",1
"03/23/2020","13121009101","121",1
"03/23/2020","13121009102","121",2
"03/23/2020","13121009300","121",1
"03/23/2020","13121009404","121",1
"03/23/2020","13121009601","121",1
"03/23/2020","13121009602","121",2
"03/23/2020","13121009603","121",1
"03/23/2020","13121010001","121",1
"03/23/2020","13121010110","121",1
"03/23/2020","13121010120","121",1
"03/23/2020","13121010123","121",2
"03/23/2020","13121010209","121",1
"03/23/2020","13121010507","121",1
"03/23/2020","13121010513","121",5
"03/23/2020","13121010514","121",1
"03/23/2020","13121010516","121",1
"03/23/2020","13121011306","121",1
"03/23/2020","13121011421","121",1
"03/23/2020","13121011422","121",1
"03/24/2020","13121002300","121",1
"03/24/2020","13121002800","121",12
"03/24/2020","13121003500","121",2
"03/24/2020","13121003900","121",1
"03/24/2020","13121004400","121",2
"03/24/2020","13121006000","121",3
"03/24/2020","13121006300","121",1
"03/24/2020","13121006500","121",1
"03/24/2020","13121006900","121",2
"03/24/2020","13121007001","121",1
"03/24/2020","13121007002","121",1
"03/24/2020","13121007602","121",1
"03/24/2020","13121007706","121",1
"03/24/2020","13121007807","121",1
"03/24/2020","13121007900","121",2
"03/24/2020","13121008101","121",1
"03/24/2020","13121008102","121",4
"03/24/2020","13121008201","121",1
"03/24/2020","13121008202","121",1
"03/24/2020","13121008400","121",1
"03/24/2020","13121008700","121",1
"03/24/2020","13121009200","121",1
"03/24/2020","13121009403","121",2
"03/24/2020","13121010110","121",1
"03/24/2020","13121010205","121",1
"03/24/2020","13121010212","121",1
"03/24/2020","13121010304","121",1
"03/24/2020","13121010507","121",2
"03/24/2020","13121010508","121",2
"03/24/2020","13121010510","121",1
"03/24/2020","13121010511","121",1
"03/24/2020","13121010512","121",1
"03/24/2020","13121010513","121",3
"03/24/2020","13121010514","121",2
"03/24/2020","13121010515","121",1
"03/24/2020","13121010516","121",2
"03/24/2020","13121010603","121",7
"03/24/2020","13121010800","121",1
"03/24/2020","13121011000","121",1
"03/24/2020","13121011202","121",2
"03/24/2020","13121011305","121",1
"03/25/2020","13121002500","121",1
"03/25/2020","13121003800","121",1
"03/25/2020","13121005000","121",1
"03/25/2020","13121007300","121",3
"03/25/2020","13121007705","121",3
"03/25/2020","13121009000","121",2
"03/25/2020","13121010110","121",1
"03/25/2020","13121010209","121",7
"03/25/2020","13121010512","121",16
"03/25/2020","13121010513","121",1
"03/25/2020","13121010514","121",1
"03/25/2020","13121011306","121",9
"03/25/2020","13121011800","121",1
"03/26/2020","13121000600","121",2
"03/26/2020","13121003600","121",1
"03/26/2020","13121003800","121",1
"03/26/2020","13121003900","121",1
"03/26/2020","13121007604","121",1
"03/26/2020","13121008800","121",1
"03/26/2020","13121008902","121",1
"03/26/2020","13121009802","121",1
"03/26/2020","13121010114","121",1
"03/26/2020","13121010510","121",1
"03/26/2020","13121011201","121",1
"03/26/2020","13121011202","121",7
"03/26/2020","13121011306","121",2
"03/26/2020","13121011616","121",1
"03/26/2020","13121011900","121",1
"03/27/2020","13121001900","121",1
"03/27/2020","13121002900","121",1
"03/27/2020","13121006300","121",1
"03/27/2020","13121008102","121",1
"03/27/2020","13121008902","121",1
"03/27/2020","13121009102","121",1
"03/27/2020","13121009603","121",1
"03/27/2020","13121010123","121",1
"03/27/2020","13121010303","121",17
"03/27/2020","13121010510","121",4
"03/30/2020","13121001300","121",1
"03/30/2020","13121002300","121",1
"03/30/2020","13121002400","121",1
"03/30/2020","13121003600","121",1
"03/30/2020","13121006700","121",1
"03/30/2020","13121006900","121",1
"03/30/2020","13121007001","121",1
"03/30/2020","13121007002","121",1
"03/30/2020","13121007500","121",1
"03/30/2020","13121007602","121",1
"03/30/2020","13121007808","121",4
"03/30/2020","13121010301","121",1
"03/30/2020","13121010400","121",1
"03/30/2020","13121010512","121",7
"03/30/2020","13121010513","121",1
"03/30/2020","13121011000","121",2
"03/30/2020","13121011624","121",1
"03/31/2020","13121003500","121",2
"03/31/2020","13121007100","121",1
"03/31/2020","13121007706","121",1
"03/31/2020","13121007806","121",1
"03/31/2020","13121010304","121",1
"03/31/2020","13121010511","121",1
"03/31/2020","13121010514","121",1
"03/31/2020","13121011202","121",2
"03/31/2020","13121011303","121",3
"03/31/2020","13121011305","121",4
"04/01/2020","13121006300","121",1
"04/01/2020","13121006700","121",1
"04/01/2020","13121008202","121",1
"04/01/2020","13121008904","121",1
"04/01/2020","13121010110","121",4
"04/01/2020","13121010304","121",1
"04/01/2020","13121010512","121",2
"04/01/2020","13121010513","121",1
"04/01/2020","13121010516","121",1
"04/01/2020","13121010800","121",1
"04/01/2020","13121011202","121",1
"04/02/2020","13121010512","121",6
"04/02/2020","13121010515","121",1
"04/02/2020","13121011306","121",1
"04/03/2020","13121007602","121",7
"04/03/2020","13121008904","121",1
"04/06/2020","13121000600","121",1
"04/06/2020","13121006700","121",5
"04/06/2020","13121007200","121",1
"04/06/2020","13121008000","121",1
"04/06/2020","13121009603","121",1
"04/06/2020","13121010601","121",3
"04/07/2020","13121006000","121",1
"04/07/2020","13121006200","121",1
"04/07/2020","13121008902","121",1
"04/07/2020","13121009200","121",1
"04/07/2020","13121010512","121",1
"04/08/2020","13121007805","121",2
"04/08/2020","13121008500","121",1
"04/09/2020","13121001100","121",1
"04/09/2020","13121003800","121",1
"04/09/2020","13121007802","121",1
"04/09/2020","13121007808","121",2
"04/09/2020","13121009300","121",1
"04/09/2020","13121010400","121",1
"04/09/2020","13121010516","121",1
"04/09/2020","13121011622","121",1
"04/10/2020","13121011412","121",1
"04/13/2020","13121001202","121",5
"04/13/2020","13121002100","121",1
"04/13/2020","13121003800","121",1
"04/13/2020","13121006000","121",1
"04/13/2020","13121007802","121",21
"04/13/2020","13121007807","121",1
"04/13/2020","13121007900","121",1
"04/13/2020","13121008000","121",1
"04/13/2020","13121008102","121",2
"04/13/2020","13121009200","121",1
"04/13/2020","13121009402","121",1
"04/13/2020","13121009501","121",1
"04/13/2020","13121009700","121",1
"04/13/2020","13121010301","121",1
"04/13/2020","13121010512","121",1
"04/13/2020","13121010516","121",1
"04/13/2020","13121010601","121",1
"04/13/2020","13121011000","121",1
"04/14/2020","13121001001","121",1
"04/14/2020","13121007805","121",1
"04/14/2020","13121010002","121",6
"04/14/2020","13121010110","121",5
"04/14/2020","13121010210","121",7
"04/14/2020","13121010400","121",1
"04/14/2020","13121011305","121",1
"04/15/2020","13121003500","121",16
"04/15/2020","13121004100","121",1
"04/15/2020","13121006200","121",1
"04/15/2020","13121007603","121",1
"04/15/2020","13121007703","121",3
"04/15/2020","13121007805","121",1
"04/15/2020","13121007806","121",1
"04/15/2020","13121008601","121",1
"04/15/2020","13121009402","121",3
"04/15/2020","13121010002","121",1
"04/15/2020","13121010516","121",1
"04/15/2020","13121011000","121",2
"04/15/2020","13121011301","121",1
"04/15/2020","13121011303","121",1
"04/15/2020","13121011305","121",1
"04/16/2020","13121003900","121",1
"04/16/2020","13121006300","121",1
"04/16/2020","13121007802","121",2
"04/16/2020","13121010114","121",1
"04/16/2020","13121010508","121",1
"04/16/2020","13121010513","121",1
"04/16/2020","13121011420","121",1
"04/17/2020","13121008000","121",1
"04/17/2020","13121008700","121",1
"04/17/2020","13121009502","121",3
"04/17/2020","13121010120","121",1
"04/17/2020","13121010604","121",26
"04/17/2020","13121011412","121",1
"04/20/2020","13121006300","121",1
"04/20/2020","13121006602","121",4
"04/20/2020","13121006700","121",1
"04/20/2020","13121007002","121",1
"04/20/2020","13121007703","121",1
"04/20/2020","13121008902","121",2
"04/20/2020","13121010210","121",1
"04/21/2020","13121004200","121",1
"04/21/2020","13121007807","121",1
"04/21/2020","13121008700","121",1
"04/21/2020","13121008902","121",1
"04/21/2020","13121010206","121",1
"04/21/2020","13121010301","121",1
"04/21/2020","13121010510","121",1
"04/21/2020","13121010511","121",1
"04/21/2020","13121010513","121",1
"04/21/2020","13121010516","121",1
"04/21/2020","13121011000","121",1
"04/21/2020","13121011202","121",1
"04/21/2020","13121011611","121",1
"04/22/2020","13121000500","121",1
"04/22/2020","13121004100","121",1
"04/22/2020","13121007002","121",1
"04/22/2020","13121007802","121",1
"04/22/2020","13121008000","121",1
"04/22/2020","13121008102","121",1
"04/22/2020","13121008301","121",1
"04/22/2020","13121008500","121",1
"04/22/2020","13121010118","121",1
"04/22/2020","13121010301","121",1
"04/22/2020","13121010516","121",1
"04/22/2020","13121011202","121",1
"04/22/2020","13121011619","121",1
"04/23/2020","13121002400","121",1
"04/23/2020","13121003600","121",1
"04/23/2020","13121006300","121",1
"04/23/2020","13121007704","121",1
"04/23/2020","13121010508","121",1
"04/23/2020","13121011305","121",1
"04/24/2020","13121006300","121",2
"04/24/2020","13121007200","121",1
"04/24/2020","13121010212","121",2
"04/27/2020","13121000600","121",6
"04/27/2020","13121003500","121",1
"04/27/2020","13121004100","121",1
"04/27/2020","13121005800","121",1
"04/27/2020","13121006000","121",1
"04/27/2020","13121006602","121",1
"04/27/2020","13121007001","121",1
"04/27/2020","13121007500","121",1
"04/27/2020","13121007705","121",8
"04/27/2020","13121007806","121",1
"04/27/2020","13121007807","121",1
"04/27/2020","13121008000","121",1
"04/27/2020","13121008101","121",1
"04/27/2020","13121008201","121",1
"04/27/2020","13121008601","121",1
"04/27/2020","13121008902","121",1
"04/27/2020","13121010508","121",1
"04/27/2020","13121010510","121",2
"04/27/2020","13121010516","121",1
"04/27/2020","13121011202","121",1
"04/27/2020","13121011303","121",1
"04/28/2020","13121004400","121",2
"04/28/2020","13121005700","121",1
"04/28/2020","13121006700","121",1
"04/28/2020","13121007200","121",1
"04/28/2020","13121010114","121",2
"04/28/2020","13121010516","121",1
"04/28/2020","13121010601","121",1
"04/28/2020","13121011201","121",1
"04/29/2020","13121005501","121",1
"04/29/2020","13121006100","121",1
"04/29/2020","13121007900","121",1
"04/29/2020","13121008500","121",1
"04/29/2020","13121010510","121",1
"04/29/2020","13121010513","121",1
"04/29/2020","13121011800","121",1
"04/30/2020","13121002100","121",1
"04/30/2020","13121003800","121",1
"04/30/2020","13121007900","121",1
"04/30/2020","13121009402","121",1
"04/30/2020","13121009603","121",2
"04/30/2020","13121010114","121",2
"04/30/2020","13121010119","121",1
"04/30/2020","13121010301","121",1
"04/30/2020","13121010513","121",1
"04/30/2020","13121011000","121",1
"04/30/2020","13121011202","121",1
"04/30/2020","13121011303","121",1
"04/30/2020","13121011305","121",7
"05/01/2020","13121004200","121",1
"05/01/2020","13121007602","121",6
"05/01/2020","13121008301","121",1
"05/01/2020","13121008601","121",1
"05/01/2020","13121009603","121",5
"05/01/2020","13121010212","121",1
"05/01/2020","13121011611","121",1
"05/01/2020","13121011622","121",1
"05/01/2020","13121011800","121",2
"05/04/2020","13121003900","121",1
"05/04/2020","13121007200","121",1
"05/04/2020","13121007300","121",1
"05/04/2020","13121007705","121",1
"05/04/2020","13121007706","121",1
"05/04/2020","13121007802","121",1
"05/04/2020","13121008301","121",1
"05/04/2020","13121008302","121",1
"05/04/2020","13121008500","121",1
"05/04/2020","13121008902","121",1
"05/04/2020","13121010110","121",1
"05/04/2020","13121010511","121",1
"05/04/2020","13121010513","121",1
"05/04/2020","13121010516","121",1
"05/04/2020","13121011305","121",1
"05/04/2020","13121012000","121",1
"05/05/2020","13121001201","121",2
"05/05/2020","13121005502","121",1
"05/05/2020","13121006100","121",1
"05/05/2020","13121007300","121",1
"05/05/2020","13121008000","121",1
"05/05/2020","13121008500","121",1
"05/05/2020","13121008902","121",2
"05/05/2020","13121010507","121",1
"05/05/2020","13121010508","121",1
"05/05/2020","13121012300","121",1
"05/06/2020","13121000500","121",11
"05/06/2020","13121000600","121",1
"05/06/2020","13121003500","121",1
"05/06/2020","13121003800","121",1
"05/06/2020","13121004200","121",1
"05/06/2020","13121007001","121",1
"05/06/2020","13121007002","121",1
"05/06/2020","13121008000","121",1
"05/06/2020","13121008601","121",1
"05/06/2020","13121009601","121",1
"05/06/2020","13121010604","121",1
"05/06/2020","13121011000","121",1
"05/06/2020","13121011202","121",1
"05/06/2020","13121011301","121",1
"05/07/2020","13121000600","121",1
"05/07/2020","13121001300","121",1
"05/07/2020","13121007200","121",1
"05/07/2020","13121008301","121",1
"05/07/2020","13121008902","121",1
"05/07/2020","13121010001","121",1
"05/07/2020","13121010117","121",1
"05/07/2020","13121011201","121",1
"05/07/2020","13121011202","121",1
"05/08/2020","13121001900","121",2
"05/08/2020","13121003200","121",1
"05/08/2020","13121006000","121",1
"05/08/2020","13121007704","121",2
"05/08/2020","13121007805","121",1
"05/08/2020","13121010513","121",3
"05/08/2020","13121011306","121",1
"05/11/2020","13121000600","121",1
"05/11/2020","13121003500","121",2
"05/11/2020","13121003800","121",1
"05/11/2020","13121003900","121",1
"05/11/2020","13121005300","121",1
"05/11/2020","13121007604","121",1
"05/11/2020","13121007703","121",1
"05/11/2020","13121008902","121",1
"05/11/2020","13121009402","121",3
"05/11/2020","13121010001","121",1
"05/11/2020","13121010511","121",1
"05/11/2020","13121010515","121",1
"05/11/2020","13121011305","121",1
"05/12/2020","13121006300","121",2
"05/12/2020","13121006500","121",1
"05/12/2020","13121007706","121",1
"05/12/2020","13121007900","121",1
"05/12/2020","13121008601","121",1
"05/12/2020","13121009601","121",1
"05/12/2020","13121010205","121",1
"05/12/2020","13121010212","121",2
"05/12/2020","13121011000","121",1
"05/12/2020","13121011201","121",1
"05/12/2020","13121011305","121",1
"05/12/2020","13121011621","121",1
"05/13/2020","13121001600","121",1
"05/13/2020","13121002400","121",1
"05/13/2020","13121004100","121",1
"05/13/2020","13121007002","121",1
"05/13/2020","13121007706","121",1
"05/13/2020","13121008102","121",1
"05/13/2020","13121008902","121",2
"05/13/2020","13121010205","121",1
"05/13/2020","13121011306","121",1
"05/13/2020","13121011420","121",1
"05/14/2020","13121001300","121",2
"05/14/2020","13121001900","121",1
"05/14/2020","13121005501","121",1
"05/14/2020","13121007806","121",1
"05/14/2020","13121008000","121",1
"05/14/2020","13121009502","121",1
"05/14/2020","13121009603","121",2
"05/14/2020","13121010514","121",1
"05/15/2020","13121002400","121",1
"05/15/2020","13121002600","121",2
"05/15/2020","13121006200","121",1
"05/15/2020","13121006300","121",1
"05/15/2020","13121007300","121",1
"05/15/2020","13121007500","121",5
"05/15/2020","13121007604","121",1
"05/15/2020","13121007802","121",1
"05/15/2020","13121007806","121",1
"05/15/2020","13121008400","121",4
"05/15/2020","13121008800","121",2
"05/15/2020","13121009200","121",1
"05/15/2020","13121010117","121",6
"05/15/2020","13121010212","121",1
"05/15/2020","13121010516","121",1
"05/15/2020","13121010604","121",16
"05/15/2020","13121011202","121",1
"05/15/2020","13121011303","121",1
"05/18/2020","13121003900","121",1
"05/18/2020","13121006000","121",1
"05/18/2020","13121007604","121",1
"05/18/2020","13121008301","121",1
"05/18/2020","13121008800","121",1
"05/18/2020","13121010303","121",1
"05/18/2020","13121010510","121",1
"05/18/2020","13121011202","121",1
"05/18/2020","13121011303","121",1
"05/19/2020","13121003900","121",1
"05/19/2020","13121007805","121",1
"05/19/2020","13121008904","121",2
"05/19/2020","13121009602","121",1
"05/19/2020","13121010515","121",1
"05/19/2020","13121010603","121",2
"05/19/2020","13121011202","121",8
"05/19/2020","13121012000","121",1
"05/20/2020","13121002500","121",1
"05/20/2020","13121006700","121",1
"05/20/2020","13121006900","121",1
"05/20/2020","13121007002","121",1
"05/20/2020","13121007808","121",1
"05/20/2020","13121010301","121",1
"05/20/2020","13121010508","121",1
"05/20/2020","13121010515","121",1
"05/20/2020","13121011201","121",3
"05/21/2020","13121003500","121",1
"05/21/2020","13121006300","121",1
"05/21/2020","13121007603","121",1
"05/21/2020","13121009102","121",1
"05/21/2020","13121009404","121",1
"05/21/2020","13121010212","121",2
"05/21/2020","13121010303","121",1
"05/21/2020","13121010604","121",1
"05/21/2020","13121011202","121",3
"05/21/2020","13121011622","121",1
"05/22/2020","13121001900","121",1
"05/22/2020","13121003600","121",1
"05/22/2020","13121004000","121",1
"05/22/2020","13121007703","121",1
"05/22/2020","13121008102","121",1
"05/22/2020","13121010507","121",1
"05/22/2020","13121010510","121",1
"05/22/2020","13121010516","121",1
"05/22/2020","13121010604","121",1
"05/25/2020","13121008201","121",1
"05/26/2020","13121004000","121",1
"05/26/2020","13121006602","121",1
"05/26/2020","13121007604","121",6
"05/26/2020","13121007900","121",1
"05/26/2020","13121008904","121",1
"05/26/2020","13121010301","121",1
"05/26/2020","13121010507","121",1
"05/26/2020","13121010514","121",1
"05/26/2020","13121011301","121",1
"05/26/2020","13121011614","121",1
"05/27/2020","13121000500","121",1
"05/27/2020","13121001100","121",1
"05/27/2020","13121006500","121",1
"05/27/2020","13121006700","121",4
"05/27/2020","13121006900","121",1
"05/27/2020","13121008102","121",1
"05/27/2020","13121008302","121",1
"05/27/2020","13121008400","121",2
"05/27/2020","13121008500","121",1
"05/27/2020","13121009403","121",2
"05/27/2020","13121010212","121",1
"05/27/2020","13121010513","121",2
"05/27/2020","13121010514","121",1
"05/27/2020","13121010800","121",1
"05/27/2020","13121011202","121",1
"05/28/2020","13121007200","121",1
"05/28/2020","13121008400","121",1
"05/28/2020","13121010512","121",1
"05/28/2020","13121010604","121",1
"05/28/2020","13121010800","121",1
"05/28/2020","13121012000","121",1
"05/29/2020","13121002500","121",1
"05/29/2020","13121003100","121",1
"05/29/2020","13121006000","121",1
"05/29/2020","13121006602","121",1
"05/29/2020","13121007704","121",1
"05/29/2020","13121007806","121",1
"05/29/2020","13121007807","121",1
"05/29/2020","13121008102","121",2
"05/29/2020","13121010212","121",3
"05/29/2020","13121010513","121",3
"05/29/2020","13121011305","121",1
"06/01/2020","13121005200","121",1
"06/01/2020","13121006700","121",1
"06/01/2020","13121007001","121",1
"06/01/2020","13121007704","121",2
"06/01/2020","13121008400","121",1
"06/01/2020","13121008602","121",1
"06/01/2020","13121008700","121",1
"06/01/2020","13121009404","121",2
"06/01/2020","13121009603","121",1
"06/01/2020","13121010002","121",2
"06/01/2020","13121010121","121",1
"06/01/2020","13121010507","121",1
"06/01/2020","13121010510","121",1
"06/01/2020","13121010512","121",1
"06/01/2020","13121010800","121",1
"06/01/2020","13121011301","121",1
"06/01/2020","13121011416","121",1
"06/01/2020","13121011504","121",1
"06/01/2020","13121011611","121",1
"06/02/2020","13121001100","121",3
"06/02/2020","13121006602","121",1
"06/02/2020","13121007805","121",1
"06/02/2020","13121010304","121",2
"06/02/2020","13121011900","121",1
"06/03/2020","13121003900","121",1
"06/03/2020","13121004100","121",1
"06/03/2020","13121007706","121",1
"06/03/2020","13121007802","121",1
"06/03/2020","13121008000","121",1
"06/03/2020","13121010001","121",1
"06/03/2020","13121010208","121",8
"06/03/2020","13121010303","121",1
"06/03/2020","13121010512","121",2
"06/03/2020","13121010515","121",1
"06/03/2020","13121011202","121",1
"06/03/2020","13121011306","121",18
"06/03/2020","13121011414","121",1
"06/03/2020","13121011614","121",1
"06/04/2020","13121007001","121",1
"06/04/2020","13121007602","121",7
"06/04/2020","13121008102","121",1
"06/04/2020","13121008700","121",1
"06/04/2020","13121010001","121",1
"06/04/2020","13121010110","121",4
"06/04/2020","13121010208","121",2
"06/04/2020","13121010303","121",1
"06/04/2020","13121010507","121",2
"06/04/2020","13121011305","121",11
"06/05/2020","13121002600","121",1
"06/05/2020","13121003200","121",1
"06/05/2020","13121004100","121",1
"06/05/2020","13121006000","121",2
"06/05/2020","13121006500","121",1
"06/05/2020","13121007703","121",1
"06/05/2020","13121009402","121",1
"06/05/2020","13121010303","121",2
"06/05/2020","13121010513","121",1
"06/08/2020","13121001100","121",1
"06/08/2020","13121002300","121",1
"06/08/2020","13121002400","121",1
"06/08/2020","13121006000","121",1
"06/08/2020","13121007002","121",1
"06/08/2020","13121007100","121",1
"06/08/2020","13121007602","121",1
"06/08/2020","13121007703","121",1
"06/08/2020","13121008202","121",1
"06/08/2020","13121008601","121",1
"06/08/2020","13121010301","121",1
"06/08/2020","13121010304","121",1
"06/08/2020","13121011100","121",1
"06/08/2020","13121011202","121",2
"06/08/2020","13121011614","121",1
"06/08/2020","13121012000","121",1
"06/09/2020","13121000400","121",1
"06/09/2020","13121001100","121",1
"06/09/2020","13121001700","121",1
"06/09/2020","13121002400","121",1
"06/09/2020","13121002500","121",3
"06/09/2020","13121004000","121",1
"06/09/2020","13121005502","121",1
"06/09/2020","13121006000","121",1
"06/09/2020","13121006200","121",1
"06/09/2020","13121006700","121",1
"06/09/2020","13121006802","121",1
"06/09/2020","13121007002","121",1
"06/09/2020","13121007100","121",1
"06/09/2020","13121007706","121",1
"06/09/2020","13121008101","121",1
"06/09/2020","13121008201","121",1
"06/09/2020","13121008400","121",1
"06/09/2020","13121008902","121",1
"06/09/2020","13121010110","121",1
"06/09/2020","13121010208","121",1
"06/09/2020","13121010212","121",1
"06/09/2020","13121010303","121",1
"06/09/2020","13121010304","121",1
